,0,1,2,3,4
488,USA-NC,True,2021-02-27 02:56:16,,
489,USA-VA,True,2021-02-27 02:51:30,,
490,USA-NJ,True,2021-02-27 02:45:05,,
491,USA-OH,True,2021-02-27 02:43:17,,
492,USA-HI,True,2021-02-27 02:39:39,,
493,USA-VA,True,2021-02-27 02:34:20,,
494,USA-NY,True,2021-02-27 02:24:56,,
495,USA-GA,True,2021-02-27 02:22:36,,
496,USA-NYC,True,2021-02-27 02:22:10,,
497,USA-VA,True,2021-02-27 02:20:38,,
498,USA-OH,True,2021-02-27 02:17:47,,
499,USA-IN,True,2021-02-27 02:14:39,RTX 3070,
500,USA-FL,True,2021-02-27 02:13:38,,
501,USA,True,2021-02-27 02:11:40,,
502,USA-WA,True,2021-02-27 02:11:26,,
503,USA-NY,True,2021-02-27 02:10:49,,
504,USA-OH,True,2021-02-27 02:03:05,,
505,USA-CA,True,2021-02-27 01:56:51,,
506,USA-TX,True,2021-02-27 01:51:48,,
507,USA-CA,True,2021-02-27 01:51:46,,
508,USA-MS,True,2021-02-27 01:50:31,Units,
509,USA-CA,True,2021-02-27 01:46:12,,
510,USA-CA,True,2021-02-27 01:42:44,,
511,USA-FL,True,2021-02-27 01:42:08,RTX 2070,
512,USA-NM,True,2021-02-27 01:40:23,,
513,USA-OH,True,2021-02-27 01:36:32,,
514,USA-WA,True,2021-02-27 01:33:09,,
515,USA-DC,True,2021-02-27 01:32:51,,
516,USA-CA,True,2021-02-27 01:31:27,GeForce GTX 1070,
517,USA-SC,True,2021-02-27 01:30:58,,
518,USA-CA,True,2021-02-27 01:28:04,RTX 2070,
519,USA-FL,True,2021-02-27 01:27:25,,
520,USA-NJ,True,2021-02-27 01:27:06,,
521,USA-CA,True,2021-02-27 01:26:56,,
522,USA-NC,True,2021-02-27 01:19:25,,
523,USA-TX,True,2021-02-27 01:14:27,,
524,USA-FL,True,2021-02-27 01:11:47,,
525,USA-OH,True,2021-02-27 01:09:59,,
526,USA-IL,True,2021-02-27 01:09:26,,
527,USA-NY,True,2021-02-27 01:09:16,,
528,USA-TX,True,2021-02-27 01:07:01,,
529,USA-IL,True,2021-02-27 01:06:01,,
530,USA-NY,True,2021-02-27 01:05:05,,
531,USA-OH,True,2021-02-27 01:01:39,,
532,USA-GA,True,2021-02-27 00:57:57,,
533,USA-AZ,True,2021-02-27 00:57:49,,
534,USA-VA,True,2021-02-27 00:56:42,,
535,USA-NY,True,2021-02-27 00:55:47,,
536,USA-MI,True,2021-02-27 00:53:51,,
537,USA-CA,True,2021-02-27 00:52:47,,
538,USA-CA,True,2021-02-27 00:51:41,,
539,USA-CA,True,2021-02-27 00:50:48,,
540,USA-CA,True,2021-02-27 00:49:54,,
541,USA-MD,True,2021-02-27 00:48:45,RTX 3090,
542,USA-CA,True,2021-02-27 00:47:12,RTX 3070,
543,USA-IL,True,2021-02-27 00:45:04,,
544,USA-WA,True,2021-02-27 00:43:08,,
545,USA-NC,True,2021-02-27 00:42:49,,
546,USA-CA,True,2021-02-27 00:39:17,,
547,USA,True,2021-02-27 00:35:38,RTX 2070,
548,USA-WA,True,2021-02-27 00:35:30,,
549,USA-SD,True,2021-02-27 00:31:24,,
550,USA-CA,True,2021-02-27 00:25:35,,
551,USA-OH,True,2021-02-27 00:20:36,RTX 3080,1500
552,USA-TX,True,2021-02-27 00:16:59,RTX 3070,
553,USA-LA,True,2021-02-27 00:15:11,,
554,USA-CA,True,2021-02-27 00:12:29,,
555,USA-NC,True,2021-02-27 00:12:03,,
556,USA-MI,True,2021-02-27 00:11:31,,
557,USA-IL,True,2021-02-27 00:09:34,,
558,USA-FL,True,2021-02-27 00:00:03,,
559,USA-OK,True,2021-02-26 23:57:43,,
560,USA-IL,True,2021-02-26 23:53:12,,
561,USA-NY,True,2021-02-26 23:51:24,,
562,USA-SC,True,2021-02-26 23:48:46,,
563,USA-AR,True,2021-02-26 23:46:36,,
564,USA-IA,True,2021-02-26 23:45:37,,
565,USA-CA,True,2021-02-26 23:42:39,GeForce RTX 3060,
566,USA-GA,True,2021-02-26 23:41:57,,
567,USA-CA,True,2021-02-26 23:40:49,,
568,USA-CA,True,2021-02-26 23:40:33,,
569,USA-CA,True,2021-02-26 23:34:22,,
570,USA-NY,True,2021-02-26 23:31:56,,
571,USA-NJ,True,2021-02-26 23:31:15,,
572,USA-OK,True,2021-02-26 23:27:06,,
573,USA-TX,True,2021-02-26 23:25:20,,
574,USA-IL,True,2021-02-26 23:25:08,,
575,USA-CA,True,2021-02-26 23:23:52,,
576,USA-LA,True,2021-02-26 23:23:30,,
577,USA-FL,True,2021-02-26 23:20:43,,
578,USA-TX,True,2021-02-26 23:15:44,,
579,USA-IL,True,2021-02-26 23:15:25,,
580,USA-OH,True,2021-02-26 23:10:18,,
581,USA-CA,True,2021-02-26 23:08:27,,
582,USA-NY,True,2021-02-26 23:03:03,,
583,USA-OH,True,2021-02-26 23:03:02,,
584,USA-OK,True,2021-02-26 23:02:51,,
585,USA-TX,True,2021-02-26 23:02:10,,
586,USA-WI,True,2021-02-26 22:58:50,,
587,USA-TX,True,2021-02-26 22:58:44,RTX 3080,
588,USA-SC,True,2021-02-26 22:57:00,,
589,USA-KY,True,2021-02-26 22:53:47,,
590,USA-IL,True,2021-02-26 22:48:15,RTX 3080,
591,USA-TX,True,2021-02-26 22:47:56,,
592,USA-CA,True,2021-02-26 22:47:17,,
593,USA-MA,True,2021-02-26 22:43:28,RTX 3070,
594,USA-VA,True,2021-02-26 22:42:19,,
595,USA-TN,True,2021-02-26 22:41:52,,
596,USA-NY,True,2021-02-26 22:40:59,,
597,USA-WI,True,2021-02-26 22:36:43,,
598,USA-OH,True,2021-02-26 22:34:44,,
599,USA-CA,True,2021-02-26 22:30:36,,
600,USA-NC,True,2021-02-26 22:26:38,,
601,USA-CA,True,2021-02-26 22:24:50,,
602,USA-LA,True,2021-02-26 22:22:23,,
603,USA-IL,True,2021-02-26 22:21:48,,
604,USA-MD,True,2021-02-26 22:21:03,RTX 3060 Ti,
605,USA-TX,True,2021-02-26 22:20:56,,
606,USA-WI,True,2021-02-26 22:16:53,,
607,USA-VA,True,2021-02-26 22:16:34,,
608,USA-RI,True,2021-02-26 22:13:24,RTX 3080,
609,USA-AL,True,2021-02-26 22:11:42,,
610,USA-NC,True,2021-02-26 22:07:25,RTX 3080,
611,USA-ND,True,2021-02-26 22:05:25,,
612,USA-GA,True,2021-02-26 22:03:45,,
613,USA-NY,True,2021-02-26 22:02:25,RTX 3060 Ti,
614,USA-NJ,True,2021-02-26 21:54:13,,
615,USA-GA,True,2021-02-26 21:51:14,,
616,USA-ID,True,2021-02-26 21:51:12,,
617,USA-TX,True,2021-02-26 21:49:39,,
618,USA-KY,True,2021-02-26 21:49:17,,
619,USA-PA,True,2021-02-26 21:47:10,,
620,USA-FL,True,2021-02-26 21:46:28,,
621,USA-FL,True,2021-02-26 21:45:44,,
622,USA-FL,True,2021-02-26 21:45:27,,
623,USA-GA,True,2021-02-26 21:44:33,,
624,USA-FL,True,2021-02-26 21:43:05,,
625,CAN-ON,True,2021-02-26 21:42:31,,
626,USA-FL,True,2021-02-26 21:39:21,,
627,USA-FL,True,2021-02-26 21:37:58,RTX 3080,
628,USA-WA,True,2021-02-26 21:37:02,,
629,USA-TN,True,2021-02-26 21:34:56,,
630,USA-WI,True,2021-02-26 21:34:27,RTX 3080,
631,USA-AK,True,2021-02-26 21:29:27,,
632,USA-CA,True,2021-02-26 21:28:51,,
633,USA-KS,True,2021-02-26 21:26:46,,
634,USA-NJ,True,2021-02-26 21:25:30,,
635,USA-CA,True,2021-02-26 21:24:56,,
636,USA-WI,True,2021-02-26 21:24:47,,
637,USA-TX,True,2021-02-26 21:18:47,RTX 3060 Ti,
638,USA-CA,True,2021-02-26 21:15:13,,
639,USA-SC,True,2021-02-26 21:12:18,,
640,USA-MA,True,2021-02-26 21:10:00,,
641,USA-WV,True,2021-02-26 21:04:01,,
642,USA-TX,True,2021-02-26 21:03:56,,
643,USA-WI,True,2021-02-26 21:01:46,RTX 3080,300
644,USA-WA,True,2021-02-26 21:00:42,,
645,USA-WA,True,2021-02-26 20:59:19,,
646,USA-WI,True,2021-02-26 20:57:56,,
647,USA-TX,True,2021-02-26 20:56:59,,
648,USA-TX,True,2021-02-26 20:55:55,,
649,USA-IL,True,2021-02-26 20:54:03,,
650,USA-TX,True,2021-02-26 20:51:10,RX 6800 XT,
651,USA-ID,True,2021-02-26 20:49:35,,
652,USA-CA,True,2021-02-26 20:48:39,,
653,USA-VA,True,2021-02-26 20:44:01,,
654,USA-NV,True,2021-02-26 20:39:08,,
655,USA-WA,True,2021-02-26 20:38:25,,
656,USA-NY,True,2021-02-26 20:37:53,,
657,USA-IL,True,2021-02-26 20:34:42,,
658,USA-NC,True,2021-02-26 20:34:24,,
659,USA-TX,True,2021-02-26 20:34:19,,
660,USA-OH,True,2021-02-26 20:33:01,,
661,USA-GA,True,2021-02-26 20:32:46,,
662,USA-MD,True,2021-02-26 20:25:55,,
663,USA-NY,True,2021-02-26 20:25:52,,
664,USA-NY,True,2021-02-26 20:24:16,,
665,USA-VA,True,2021-02-26 20:22:19,RTX 3090,"1,590"
666,USA-CA,True,2021-02-26 20:21:49,,
667,USA-CA,True,2021-02-26 20:21:29,,
668,USA-CA,True,2021-02-26 20:19:39,RTX 3090,
669,USA-AL,True,2021-02-26 20:15:30,,
670,USA-NY,True,2021-02-26 20:13:56,,
671,USA-NJ,True,2021-02-26 20:13:50,,
672,USA-CA,True,2021-02-26 20:10:04,,
673,USA-NC,True,2021-02-26 20:10:01,,
674,USA-TN,True,2021-02-26 20:02:01,,
675,USA-VA,True,2021-02-26 19:59:46,,
676,USA-MO,True,2021-02-26 19:56:26,,
677,USA-OH,True,2021-02-26 19:55:01,,
678,USA-KY,True,2021-02-26 19:54:00,RTX 3070,500)
679,USA-CA,True,2021-02-26 19:53:24,,
680,USA-CA,True,2021-02-26 19:52:48,,
681,USA-TX,True,2021-02-26 19:52:22,,
682,USA-TX,True,2021-02-26 19:47:34,,
683,USA-CT,True,2021-02-26 19:46:37,RTX 3080,2000.
684,USA-AZ,True,2021-02-26 19:46:32,,
685,USA-PA,True,2021-02-26 19:45:39,,
686,USA-CA,True,2021-02-26 19:44:30,,
687,USA-NYC,True,2021-02-26 19:42:34,,
688,USA-GA,True,2021-02-26 19:39:42,,
689,USA-NJ,True,2021-02-26 19:37:53,RTX 2070,
690,USA-KS,True,2021-02-26 19:35:13,,
691,USA-MA,True,2021-02-26 19:33:23,,
692,USA-TN,True,2021-02-26 19:32:24,RTX 3080,
693,USA-RI,True,2021-02-26 19:26:45,,
694,USA-CA,True,2021-02-26 19:22:42,,
695,USA-CA,True,2021-02-26 19:17:39,,
696,USA-NC,True,2021-02-26 19:07:01,,
697,USA-CT,True,2021-02-26 19:05:51,,
698,USA-CA,True,2021-02-26 19:04:32,,
699,USA-DE,True,2021-02-26 18:59:06,,
700,USA-NJ,True,2021-02-26 18:58:36,,
701,USA-CA,True,2021-02-26 18:54:04,,
702,USA-FL,True,2021-02-26 18:50:23,,
703,USE-ME,True,2021-02-26 18:47:51,,
704,USA-SC,True,2021-02-26 18:43:47,,
705,USA-VA,True,2021-02-26 18:42:56,,
706,USA-CA,True,2021-02-26 18:39:40,,
707,USA-CA,True,2021-02-26 18:39:25,,
708,USA-GA,True,2021-02-26 18:39:11,,
709,USA-ME,True,2021-02-26 18:34:37,RTX 3070,
710,USA-UT,True,2021-02-26 18:34:14,,
711,USA-TX,True,2021-02-26 18:32:46,,
712,USA-MD,True,2021-02-26 18:29:58,,
713,USA-NY,True,2021-02-26 18:29:33,,
714,USA-KS,True,2021-02-26 18:27:32,RTX 3080,
715,USA-NJ,True,2021-02-26 18:23:03,,
716,USA-MA,True,2021-02-26 18:21:33,,
717,USA-PA,True,2021-02-26 18:21:08,,
718,USA-OH,True,2021-02-26 18:15:39,,
719,USA-IL,True,2021-02-26 18:11:28,,
720,USA-UT,True,2021-02-26 18:09:17,,
721,USA-TX,True,2021-02-26 18:08:36,,
722,USA-UT,True,2021-02-26 18:06:30,,
723,USA-ME,True,2021-02-26 18:04:58,,
724,USA-GA,True,2021-02-26 17:53:45,,
725,USA-CA,True,2021-02-26 17:51:40,,
726,USA-MI,True,2021-02-26 17:50:55,,
727,USA-MI,True,2021-02-26 17:50:19,,
728,USA-CA,True,2021-02-26 17:49:19,,
729,USA-VA,True,2021-02-26 17:48:54,,
730,USA-NJ,True,2021-02-26 17:46:30,,
731,GBR,True,2021-02-26 17:40:54,,
732,USA-IL,True,2021-02-26 17:38:50,RTX 3070,1250
733,USA-MN,True,2021-02-26 17:36:19,,
734,USA-ME,True,2021-02-26 17:35:19,,
735,USA-AZ,True,2021-02-26 17:32:00,,
736,USA-NJ,True,2021-02-26 17:31:41,,
737,USA-CA,True,2021-02-26 17:30:02,,
738,USA-NY,True,2021-02-26 17:25:50,,
739,USA-GA,True,2021-02-26 17:23:50,,
740,USA-VA,True,2021-02-26 17:18:07,,
741,USA-CA,True,2021-02-26 17:16:20,,
742,USA-NC,True,2021-02-26 17:06:30,,
743,USA-CA,True,2021-02-26 17:03:34,,
744,USA-NC,True,2021-02-26 17:00:41,,
745,USA-NY,True,2021-02-26 16:59:03,,
746,USA-TX,True,2021-02-26 16:52:08,RTX 3060 Ti,250
747,USA-OH,True,2021-02-26 16:48:18,,
748,CAN-ON,True,2021-02-26 16:47:15,RTX 3080,
749,USA-CA,True,2021-02-26 16:43:32,,
750,USA-NC,True,2021-02-26 16:41:56,,
751,USA-CA,True,2021-02-26 16:32:16,,
752,USA-VA,True,2021-02-26 16:30:49,,
753,USA-TX,True,2021-02-26 16:29:35,,
754,USA-TX,True,2021-02-26 16:28:01,,
755,USA-NY,True,2021-02-26 16:25:50,,
756,USA-NJ,True,2021-02-26 16:23:12,RTX 3090,
757,USA-NH,True,2021-02-26 16:19:41,,
758,USA-DC,True,2021-02-26 16:16:48,RTX 3080,
759,USA-MA,True,2021-02-26 16:13:05,,
760,USA-CA,True,2021-02-26 16:11:45,,
761,ISR,True,2021-02-26 16:10:14,,
762,USA-RI,True,2021-02-26 16:09:21,,
763,USA-TX,True,2021-02-26 16:00:21,RTX 3080,for
764,USA-MN,True,2021-02-26 15:51:40,,
765,USA-OH,True,2021-02-26 15:51:30,,
766,USA-PA,True,2021-02-26 15:51:09,,
767,USA-WI,True,2021-02-26 15:51:05,,
768,USA-CO,True,2021-02-26 15:51:04,,
769,USA-GA,True,2021-02-26 15:50:50,,
770,USA-IN,True,2021-02-26 15:48:24,,
771,USA-TX,True,2021-02-26 15:40:52,,
772,USA-IL,True,2021-02-26 15:31:21,RTX 2070,
773,USA-IN,True,2021-02-26 15:22:51,,
774,USA-MI,True,2021-02-26 15:16:42,,
775,USA-NY,True,2021-02-26 15:13:48,,
776,USA-IN,True,2021-02-26 15:10:26,,
777,USA-NY,True,2021-02-26 15:06:46,,
778,USA-FL,True,2021-02-26 15:05:01,,
779,USA-NY,True,2021-02-26 15:04:33,,
780,USA-NY,True,2021-02-26 14:59:32,,
781,USA-IL,True,2021-02-26 14:57:40,,
782,USA-NY,True,2021-02-26 14:49:41,RTX 3080,200
783,USA-OH,True,2021-02-26 14:45:09,,
784,USA-TN,True,2021-02-26 14:41:33,,
785,USA-NYC,True,2021-02-26 14:39:25,,
786,USA-IN,True,2021-02-26 14:37:55,RTX 3080,
787,USA-OK,True,2021-02-26 14:36:14,,
788,USA-FL,True,2021-02-26 14:34:58,,
789,USA-PA,True,2021-02-26 14:34:33,,
790,USA-NC,True,2021-02-26 14:34:05,,
791,USA-NY,True,2021-02-26 14:33:57,,
792,USA-NY,True,2021-02-26 14:29:32,,
793,USA-OH,True,2021-02-26 14:28:08,,
794,USA-VA,True,2021-02-26 14:20:48,,
795,USA-MD,True,2021-02-26 14:19:25,,
796,USA-MI,True,2021-02-26 14:17:27,,
797,USA-NJ,True,2021-02-26 14:14:09,RTX 3080,
798,USA-CT,True,2021-02-26 14:13:01,,
799,USA-MI,True,2021-02-26 14:12:04,,
800,USA-OH,True,2021-02-26 14:07:05,RX 6800,
801,USA-NY,True,2021-02-26 14:06:48,,
802,USA-FL,True,2021-02-26 14:02:05,,
803,USA-MO,True,2021-02-26 13:59:45,RTX 3080,
804,USA-FL,True,2021-02-26 13:57:02,,
805,CAN-ON,True,2021-02-26 13:50:58,RTX 3090,
806,USA-MI,True,2021-02-26 13:45:16,,
807,USA-TX,True,2021-02-26 13:42:10,,
808,USA-MA,True,2021-02-26 13:17:55,,
809,USA-CA,True,2021-02-26 13:13:59,,
810,USA-MA,True,2021-02-26 13:13:29,RTX 3070,
811,USA-VA,True,2021-02-26 12:59:03,Quadro,
812,USA-LA,True,2021-02-26 12:43:40,,
813,USA-WA,True,2021-02-26 12:41:12,,
814,USA-OH,True,2021-02-26 12:34:43,,
815,USA-AL,True,2021-02-26 12:32:19,,
816,USA-NJ,True,2021-02-26 12:31:14,,
817,USA-NY,True,2021-02-26 12:28:37,RTX 3080,
818,USA-NY,True,2021-02-26 12:25:04,,
819,USA-MA,True,2021-02-26 12:24:08,,
820,USA-TX,True,2021-02-26 11:58:33,,
821,USA-TX,True,2021-02-26 11:38:36,,
822,USA-TX,True,2021-02-26 11:18:26,,
823,USA-WA,True,2021-02-26 11:06:23,,
824,USA-NJ,True,2021-02-26 11:05:15,,
825,USA-TX,True,2021-02-26 10:33:22,,
826,USA-CA,True,2021-02-26 09:46:21,,
827,USA-CA,True,2021-02-26 09:28:23,,
828,USA-CT,True,2021-02-26 09:16:09,,
829,USA-MA,True,2021-02-26 08:46:59,,
830,USA-CA,True,2021-02-26 08:22:44,,
831,USA-CA,True,2021-02-26 08:14:12,,
832,USA-CA,True,2021-02-26 08:11:38,,
833,USA-OR,True,2021-02-26 07:57:21,,
834,USA-IL,True,2021-02-26 07:53:46,,
835,USA-LA,True,2021-02-26 07:52:42,,
836,USA-MI,True,2021-02-26 07:36:23,,
837,USA-NJ,True,2021-02-26 07:02:53,,
838,USA-CA,True,2021-02-26 06:58:18,,
839,USA-AZ,True,2021-02-26 06:47:46,RTX 3070,
840,USA-SD,True,2021-02-26 06:46:49,,
841,USA-WI,True,2021-02-26 06:39:39,,
842,USA-CA,True,2021-02-26 06:37:16,,
843,USA-CA,True,2021-02-26 06:36:43,,
844,USA-CA,True,2021-02-26 06:31:47,,
845,USA-FL,True,2021-02-26 06:27:13,,
846,USA-TX,True,2021-02-26 06:17:54,,
847,USA-CA,True,2021-02-26 06:02:38,,
848,USA-NV,True,2021-02-26 06:01:52,,
849,USA-FL,True,2021-02-26 05:59:29,RX 6800 XT,
850,USA-IN,True,2021-02-26 05:59:10,,
851,USA-MD,True,2021-02-26 05:59:05,,
852,USA-NY,True,2021-02-26 05:49:32,,
853,USA-CT,True,2021-02-26 05:47:55,,
854,USA-WA,True,2021-02-26 05:47:18,,
855,USA-FL,True,2021-02-26 05:47:17,RTX 3070,750
856,USA-CA,True,2021-02-26 05:42:38,,
857,USA-AL,True,2021-02-26 05:42:07,,
858,USA-MI,True,2021-02-26 05:39:31,RTX 3090,
859,USA-NY,True,2021-02-26 05:37:37,,
860,USA-MA,True,2021-02-26 05:37:11,,
861,USA-GA,True,2021-02-26 05:34:47,,
862,USA-MI,True,2021-02-26 05:30:08,,
863,USA-MD,True,2021-02-26 05:27:03,,
864,USA-WA,True,2021-02-26 05:17:55,,
865,USA-CA,True,2021-02-26 05:13:34,,
866,USA-IL,True,2021-02-26 05:08:09,Quadro,
867,USA-CA,True,2021-02-26 05:03:40,,
868,USA-OH,True,2021-02-26 05:02:44,,
869,USA-CA,True,2021-02-26 04:57:48,,
870,USA-MA,True,2021-02-26 04:52:46,,
871,USA-NJ,True,2021-02-26 04:46:17,,
872,USA-CA,True,2021-02-26 04:44:03,RTX 2070,
873,USA-UT,True,2021-02-26 04:42:22,RTX 3080,
874,USA-FL,True,2021-02-26 04:40:19,,
875,USA-NY,True,2021-02-26 04:40:09,,
876,USA-TX,True,2021-02-26 04:33:36,,
877,USA-CA,True,2021-02-26 04:26:06,,
878,USA-OH,True,2021-02-26 04:24:23,RTX 2070,
879,USA-AK,True,2021-02-26 04:21:40,,
880,WTB-NY,True,2021-02-26 04:13:40,,
881,USA-NC,True,2021-02-26 04:10:14,,
882,USA-WI,True,2021-02-26 04:05:24,,
883,USA-WA,True,2021-02-26 04:03:14,,
884,USA-CA,True,2021-02-26 04:02:03,,
885,USA-FL,True,2021-02-26 04:01:11,,
886,USA-DC,True,2021-02-26 03:59:00,,
887,USA-IL,True,2021-02-26 03:56:04,,
888,USA-TX,True,2021-02-26 03:51:53,RX 6800,
889,USA-WA,True,2021-02-26 03:50:07,,
890,USA-VA,True,2021-02-26 03:49:57,,
891,USA-NY,True,2021-02-26 03:43:34,,
892,USA-VA,True,2021-02-26 03:38:28,,
893,USA-FL,True,2021-02-26 03:28:46,,
894,USA-CA,True,2021-02-26 03:28:43,,
895,USA-NC,True,2021-02-26 03:27:21,,
896,USA-CA,True,2021-02-26 03:24:55,,
897,USA-NM,True,2021-02-26 03:17:05,RTX 3070,850ish
898,USA-CA,True,2021-02-26 03:16:02,,
899,USA-NY,True,2021-02-26 03:06:39,,
900,USA-UT,True,2021-02-26 03:02:54,,
901,USA-FL,True,2021-02-26 03:02:49,,
902,USA-MA,True,2021-02-26 02:50:32,,
903,USA-ID,True,2021-02-26 02:49:26,,
904,USA-MT,True,2021-02-26 02:43:32,,
905,USA-OH,True,2021-02-26 02:43:06,,
906,USA-TX,True,2021-02-26 02:40:02,,
907,USA-OR,True,2021-02-26 02:38:42,,
908,USA-AK,True,2021-02-26 02:36:30,,
909,USA-NY,True,2021-02-26 02:27:53,,
910,USA-NJ,True,2021-02-26 02:27:07,,
911,USA-OR,True,2021-02-26 02:26:35,,
912,USA-CA,True,2021-02-26 02:25:48,RTX 2070,500
913,USA-IN,True,2021-02-26 02:23:42,,
914,USA-OR,True,2021-02-26 02:23:13,,
915,USA-WI,True,2021-02-26 02:18:51,,
916,USA-FL,True,2021-02-26 02:15:36,,
917,USA-TX,True,2021-02-26 02:14:34,,
918,USA-NC,True,2021-02-26 02:13:49,,
919,USA-IL,True,2021-02-26 02:10:22,Quadro,
920,USA-MA,True,2021-02-26 02:10:04,,
921,USA-NY,True,2021-02-26 02:09:53,GeForce GTX 1060,
922,USA-IA,True,2021-02-26 02:09:06,,
923,USA-MA,True,2021-02-26 02:07:09,,
924,USA-PA,True,2021-02-26 02:07:08,RTX 3080,
925,USA-CO,True,2021-02-26 02:04:37,RTX 3060 Ti,1000
926,USA-TX,True,2021-02-26 02:03:51,,
927,USA-TX,True,2021-02-26 02:03:39,,
928,USA-LA,True,2021-02-26 02:01:29,,
929,USA-MI,True,2021-02-26 02:01:21,,
930,USA-WI,True,2021-02-26 02:00:00,,
931,USA-IL,True,2021-02-26 01:58:33,,
932,USA-VA,True,2021-02-26 01:57:20,,
933,USA-NY,True,2021-02-26 01:55:45,,
934,USA-NY,True,2021-02-26 01:51:25,,
935,USA-IL,True,2021-02-26 01:47:50,,
936,USA-MN,True,2021-02-26 01:42:49,,
937,USA-IL,True,2021-02-26 01:42:47,,
938,USA-DE,True,2021-02-26 01:41:14,,
939,USA-CA,True,2021-02-26 01:40:59,,
940,USA-LA,True,2021-02-26 01:39:50,,
941,USA-CA,True,2021-02-26 01:37:26,,
942,USA-GU,True,2021-02-26 01:37:11,,
943,USA-CA,True,2021-02-26 01:29:48,,
944,USA-OK,True,2021-02-26 01:27:29,,
945,USA-TX,True,2021-02-26 01:26:24,,
946,USA-FL,True,2021-02-26 01:22:35,,
947,USA-NY,True,2021-02-26 01:22:02,,
948,USA-MI,True,2021-02-26 01:19:51,RTX 3060 Ti,
949,USA-NJ,True,2021-02-26 01:17:26,,
950,USA-NE,True,2021-02-26 01:10:52,,
951,USA-MA,True,2021-02-26 01:08:32,RTX 3060 Ti,
952,USA-MI,True,2021-02-26 01:04:13,,
953,USA-NV,True,2021-02-26 01:04:12,,
954,USA-CA,True,2021-02-26 01:03:32,,
955,USA-OR,True,2021-02-26 01:00:03,,
956,USA-NY,True,2021-02-26 00:57:25,,
957,USA-CA,True,2021-02-26 00:56:12,,
958,USA-CA,True,2021-02-26 00:55:48,,
959,USA-CT,True,2021-02-26 00:55:31,,
960,USA-UT,True,2021-02-26 00:54:50,,
961,USA-OR,True,2021-02-26 00:54:04,,
962,USA-NY,True,2021-02-26 00:51:44,,
963,USA-MA,True,2021-02-26 00:46:36,RTX 3090,
964,USA-NV,True,2021-02-26 00:42:54,,
965,USA-FL,True,2021-02-26 00:33:55,,
966,USA-TX,True,2021-02-26 00:29:57,RTX 3080,
967,USA-NY,True,2021-02-26 00:28:46,RTX 3070,900
968,USA-AZ,True,2021-02-26 00:25:14,,
969,USA-WA,True,2021-02-26 00:24:14,,
970,USA-ME,True,2021-02-26 00:23:55,,
